reviews,explicit aspects,fold
"Adorei o breve porém encantador romance entre Pedro e Dora [ de a qual eu chorei com o final ocorrido a ela ] , a todas as fugas , os roubos , os dramas e a tristeza que cercava aquele grupo .","romance
entre
Pedro
e
Dora
fugas
roubos
dramas",3
"Me apeguei tanto a eles , que por vezes achava inocente os atos de eles , não por não saberem o que faziam , mais sim por falta de opção , por falta de alternativa .",,3
"Enfim , uma leitura agradável , fácil , e encantadora .",leitura,3
"Duvido e posso apostar também , quem for que leia , não se apegue a por o menos UM personagem , e não torça por a reviravolta de sua vida .",,3
"Leitura Obrigatória SIM , porque livros como esse merecem ser lidos .",,3
Recomendo !,,3
Aqui em casa tem uma coleção de livros de o Jorge Amado .,,3
Eu não li quase nenhum .,,3
Acho Jorge Amado chato e pedante .,,3
Mas Capitães de areia é o único livro que eu recomendo .,"Capitães
de
areia",3
"É singelo e mostra a realidade de os meninos de rua de forma romântica , digamos assim .","mostra
a
realidade
de
os
meninos
de
rua",3
Com se aqueles garotos fossem donos de o mundo .,,3
Ou ainda uma espécie de liberdade as avessas .,,3
Além de o mais existe um bar ( em a história ) que se chama lanterna de os afogados .,,3
"Fiquei pensando , será que aquela música de os Paralamas foi inspirada a partir de esse livro ?",,3
pra mim fez sentido .,,3
"Enfim , recomendo !",,3
Capitães de a areia,,3
"Em um paralelo com o futebol , eu colocaria como o Pelé de a literatura brasileira , Machado de Assis .",,3
"Como o Garrincha , ou seja , como o outro componente de a dupla perfeita , Jorge Amado .",,3
"O primeiro livro que li de Jorge Amando , ainda em a minha adolescência , me deixou profundamente impressionado com duas coisas ; sua linguagem e a trama em si .","linguagem
trama",3
"Cada leitura que fiz em o intervalo de todos estes anos me deixam cada vez mais impressionados com estes dois pontos , não foi diferentes com "" Capitães de a areia "" .",,3
A temática de o livro é os menores infratores que viviam por as ruas de a Bahia em a primeira metade de o século passado .,,3
"O livro já começa bem , de forma bem original com recortes de jornais ( que deixam dúvidas sobre sua realidade ) onde o leitor é apresentado a os capitães de areia e como a sociedade baiana se incomodava com sua existência , mas não fazia nada para resolver os seus problemas .",livro,3
A crítica social está presente com força em toda a obra .,,3
"Jorge Amando em os traz um cenário de a Bahia de a primeira metade de o século passada que é quase fotográfica , parece que conhecemos os cenários que ele descreve mesmo sem nunca termos passado por perto de eles .",,3
"Outro destaque é os personagens , cada um mais bem construído que outro .",personagens,3
"Eles têm personalidades individuais , histórias que parecem verídicas e atitudes que os fazem parecerem reais , nem são nem de todo bons , nem de todo maus , são como gente comum .",,3
Um tema recorrente é a sexualidade .,,3
"Cenas de estupro , homossexualidade , assédio de menores e sexo quase inocente entre adolescentes fazem parte de a narrativa .",,3
"A história em si poderia se chamar "" As aventuras de os capitães de a areia "" ou "" As confusões de os capitães de a areia "" , pois cada capítulo conta um novo ocorrido com eles por as ruas de a Bahia ; assaltos , jogatina , brigas ( com capoeira ) , sexo , estupros , prisões e a fuga de ela .",,3
O que falta para uma boa história ?,,3
Nada !,,3
Está tudo lá .,,3
"Inclusive faz parte de ela personagens reais , como Lampião que recebe em seu bando um de os capitães de a areia .",,3
A o longo de o livro os adolescentes vão crescendo .,,3
"Um vira artista em o Rio de Janeiro , outro frade , outro morre a o fugir de a polícia , outro cangaceiro , outro malandro e outro gigolô .",,3
"Porém , Jorge Amado trata com especial carinho o destino de o líder de o grupo em o período em que narra a a história ; Pedro Bala .",,3
"Ele deixa os capitães de a areia e vira um líder social , engajado em promover a distribuição de renda .",,3
"Em o fim de o livro existem algumas palavras de a viúva de Jorge Amando , Zélia Gattai .",,3
"Em poucas palavras ela desvenda o grande mistério para o livro ser tão bom , de como Jorge Amado pode criar os cenários e personagens tão bem construídos .",,3
Zélia conta que Jorge foi dormir algumas noites com os meninos de rua para escrever o livro .,,3
"Este fato não tira mérito algum de a criatividade e genialidade de Jorge Amando , a o contrário , mostra o quanto ele levava a sério a questão de seus romances parecessem mais bem reais quando possível .",,3
"Jorge Amado , com uma linguagem leve , conta as experiências sobre um grupo de jovens abandonados em a Bahia .",,3
"Não há como não se apaixonar por a história e , principalmente , por os personagens .","história
personagens",3
"Um livro lindo , mostrando a triste realidade de crianças de rua ... Vale a pena ler !",livro,3
; D,,3
chaaaatinho .. li porque meu professor pediu :p,,3
Resumo de o livro Crepúsculo .,,3
Crepúsculo poderia ser como qualquer outra história não fosse um elemento irresistível : o objeto de a paixão de a protagonista é um vampiro .,Crepúsculo,3
"Assim , soma - se a a paixão um perigo sobrenatural temperado com muito suspense , e o resultado é uma leitura de tirar o fôlego - um romance repleto de as angústias e incertezas de a juventude - oarrebatamento , a atração , a ansiedade que antecede cada palavra , cada gesto , e todos os medos .","leitura
romance",3
Isabella Swanchega a a nublada e chuvosa cidadezinha de Forks - último lugar onde gostaria de viver .,,3
"Tenta se adaptar a a vida provinciana em a qual aparentemente todos se conhecem , lidar com sua constrangedora falta de coordenaçãomotora e se habituar a morar com um pai com quem nunca conviveu .",,3
Em seu destino está Edward Cullen .,,3
"Eleé lindo , perfeito , misterioso e , a a primeira vista , hostil a a presença de Bella ?","Eleé
Bella",3
o que provoca em ela umainquietação desconcertante .,,3
Ela se apaixona .,,3
"Ele , em o melhor estilo "" amor proibido "" , alerta : Sou um risco paravocê .",,3
Ela é uma garota incomum .,,3
Ele é um vampiro .,,3
Ela precisa aprender a controlar seu corpo quando ele atoca .,,3
"Ele , a controlar sua sede por o sangue de ela .",,3
"Em meio a descobertas e sobressaltos , Edward é , sim , perigoso : um perigo que qualquer mulher escolheria correr .",,3
Novelão vampiresco,,3
"Quando Crepúsculo começou a fazer sucesso , e chegou em as rodas de conversa o assunto sobre uma série de livros fantásticos de vampiros , fiquei empolgado para ler .",,3
"Primeiro , assisti a o filme , de 2008 .",,3
"Achei - o um tantinho água com açúcar e tecnicamente pobre , mas de maneira geral fiquei curioso para ler o livro , em a esperança de que fosse mais interessante .",,3
Ledo engano .,,3
"Por mais que eu tentasse ler o livro , a partir de certo ponto ( página 70 , 80 ) só conseguia ler 10 ou 20 páginas por dia .",,3
A leitura cansava .,leitura,3
"Os diálogos de Bella e Edward eram repletos de sentimentalismo barato , coisa que só agrada a menininhas de 12 anos .",diálogos,3
Foi aí que me dei conta de o óbvio .,,3
"O livro ERA MESMO para menininhas de 12 anos , virgens e inexperientes .",livro,3
Não suportei e interrompi a leitura .,leitura,3
Há anos o livro mofa em a minha estante .,,3
"Não recomendo - a não ser que você assumidamente tenha a mentalidade de uma garota de 12 anos ( ou menos , dependendo de o caso ) .",,3
P.S. : Se o livro tem méritos ?,livro,3
Eu diria que sim .,,3
"Apresentou vamipros sobre uma nova ótica - patética , diga - se de passagem ( vampiros bonzinhos e apixonados , isso não existe ) , mas ainda assim reconheço alguma originalidade .",,3
"Li depois de ter visto o filme , então já sabia de a história .",,3
"Como todos sabem , ele é bem romântico , e , em algumas partes te deixa com o coração em a mão .",ele,3
"Li em uma semana , ele conseguiu me prender bem , pois queria saber quais partes não tinham em o filme , e isso fez com que eu acabasse ele rápido .",ele,3
"Pra mim , não é o melhor de a Saga , mais é essencial para a saga , pois é o começo de tudo .",,3
"Bom , acho que 99 % de as pessoas já sabem de essa história , então , não vou estender mais isso aqui !",,3
UHSAH,,3
Não confie em Hollywood,,3
"Nossa existe quem não goste de ler livro após ter assistido a o filme , mas sinceramente eu gosto bastante .",,3
"Primeiro por a comparação se a história em o cinema é realmente fiel a o livro , segundo por que existe muito mais em as entrelinhas .",,3
O que consegui ler em as entrelinhas foi que o personagem de o Edward é 500 vezes mais interessante de o que em o filme .,,3
A história de Alice e Carlisle também me fascinaram .,"história
de
Alice
e
Carlisle",3
Confesso que algumas modificações feitas para o filme deixaram a história mais dinâmica o que para o cinema vem a calhar .,,3
"Enfim ler o livro e assistir a o filme não são mutuamente exclusivos por o contrário , são complementares .",,3
Ambos interessantes para quem gosta de romance fantástico .,,3
Crepúsculo,,3
"Nunca gostei de histórias de ficcção nem em livros nem em filmes , comecei a ler a Saga Crepúsculo por insistência de uma amiga , e fiquei totalmente viciada em a história !",história,3
"Os detalhes , a forma como é narrada .... é perfeita !",,3
"Eu li os 4 livros de a Saga para depois assistir os filmes , e os filmes decepcionam e muito !",,3
Os filmes achei péssimos todos .,,3
Um bom começo .,,3
""" Crepúsculo "" abre a maratona "" 51 livros em 2012 "" , proposta por o Alquimia de os Romances .",,3
Escolhi especificamente esta série porque ela estava encalhada em a minha estante fazia mais de um ano .,,3
"Eu havia folheado o primeiro livro , lido algumas páginas mas , como a narrativa não havia me prendido , eu deixei de lado .",,3
"Pois bem , a proposta de a Elimar veio para me ajudar a tirar o mofo de Bella , Edward e cia .",,3
"Muita gente já falou , leu , comentou e brigou por conta de esta série .",,3
Em este primeiro livro eu me esforcei a o máximo para dissociar a imagem de os personagens de os atores que os interpretaram em o cinema .,,3
"Isso porque eu , particularmente , acho o casal um verdadeiro picolé de chuchu .",casal,3
Diet .,,3
"Enfim , há quem goste .",,3
O livro é bem escrito .,livro,3
"O uso de a primeira pessoa sempre dá um toque mais angustiado , uma sensação quase que claustrofóbica a trama .",,3
"Ficar preso a uma só visão , sem aquela onisciência de o narrador em terceira pessoa , captura a atenção de o leitor com muita eficiência .","Ficar
preso
a
uma
só
visão",3
Stephenie Meyer soube fazer excelente uso de este recurso .,.,3
"A saga de Bella , a mais nova habitante - a contragosto - de a chuvosa Forks , começa bem devagar .",,3
"Eu confesso que custei a engrenar o ritmo de a leitura , mas fui adiante .",,3
"Achei muito frequentes as referências a falta de jeito de a personagem , a sua inadequação e a sua total falta de traquejo social .",,3
"Entendo que a autora quisesse demonstrar uma jovem comum , desajeitada e tímida , mas o reforço de essa "" esquisitice "" praticamente a cada duas páginas me irritou um pouco .","reforço
de
essa
""
esquisitice",3
"Gostei de a relação de ela com o pai , um misto de estranheza , delimitação de território e camaradagem silenciosa .","relação
de
ela
com
o
pai",3
Vamos ver como evolui em os outros livros .,,3
O aparecimento de Edward foi um de os pontos que também testou minha paciência .,"aparecimento
de
Edward",3
